  -1.1782533e+00  -1.2274367e+00  -1.1678988e+00  -1.1628279e+00  -1.5610366e+00  -1.7953950e+00   5.7406861e-01  -7.4507453e-01  -1.6905910e+00  -5.5147117e-01  -4.0699375e-01  -2.0420631e+00  -1.5634158e+00  -9.0247766e-01
  -1.1852709e+00  -1.2422521e+00  -1.1650958e+00  -1.1692859e+00  -1.5406006e+00  -1.7797416e+00   6.0462559e-01  -6.5666538e-01  -1.6949270e+00  -5.7454141e-01  -3.9821238e-01  -2.0413353e+00  -1.5153972e+00  -8.6515920e-01
  -1.1801070e+00  -1.2528067e+00  -1.1622959e+00  -1.1643806e+00  -1.5452222e+00  -1.7822625e+00   5.8170785e-01  -6.6719028e-01  -1.7145046e+00  -5.6195764e-01  -4.1944931e-01  -2.0391257e+00  -1.5124228e+00  -6.6055110e-01
  -1.1788822e+00  -1.2284727e+00  -1.1595767e+00  -1.1631491e+00  -1.5372240e+00  -1.7748198e+00   6.3327276e-01  -7.5559943e-01  -1.6980804e+00  -5.9551436e-01  -4.0915965e-01  -2.0411953e+00  -1.5073649e+00  -4.9326147e-01
  -1.1889784e+00  -1.2606807e+00  -1.1573712e+00  -1.1724880e+00  -1.5208091e+00  -1.7615034e+00   6.1990408e-01  -6.2719566e-01  -1.7240963e+00  -5.8083329e-01  -4.1313606e-01  -2.0388738e+00  -1.4881207e+00  -4.6109038e-01
  -1.1796767e+00  -1.2798118e+00  -1.1554564e+00  -1.1637151e+00  -1.5324386e+00  -1.7625166e+00   5.2727823e-01  -7.0507992e-01  -1.7357903e+00  -5.2001175e-01  -4.1676139e-01  -2.0361385e+00  -1.5040017e+00  -9.0479488e-02
  -1.1771609e+00  -1.2797600e+00  -1.1535601e+00  -1.1612806e+00  -1.5174430e+00  -1.7274720e+00   3.4680105e-01  -7.4928449e-01  -1.7259358e+00  -4.0885513e-01  -4.2609225e-01  -2.0380078e+00  -1.4969666e+00  -1.2651110e-01
  -1.1718646e+00  -1.2103323e+00  -1.1511025e+00  -1.1562449e+00  -1.5005224e+00  -1.7151154e+00   3.4584614e-01  -6.0825084e-01  -1.6351432e+00  -4.1304972e-01  -4.1304310e-01  -2.0392420e+00  -1.4010030e+00   7.2795290e-01
  -1.1802063e+00  -1.2312182e+00  -1.1482852e+00  -1.1639567e+00  -1.4929676e+00  -1.7110734e+00   3.9932086e-01  -6.3351060e-01  -1.6597137e+00  -4.6128750e-01  -4.0445339e-01  -2.0341064e+00  -1.3950166e+00   3.0072090e-01
  -1.1829207e+00  -1.1541820e+00  -1.1451477e+00  -1.1664127e+00  -1.5196081e+00  -1.7230394e+00   2.7327331e-01  -7.3875959e-01  -1.5728628e+00  -3.7110383e-01  -7.4871698e-02  -2.0291939e+00  -1.2815968e+00   5.1819743e-01
  -1.1534598e+00  -1.1630078e+00  -1.1420861e+00  -1.1387667e+00  -1.5018629e+00  -1.7145822e+00   4.0409539e-01  -7.8085919e-01  -1.5807464e+00  -4.4660643e-01  -3.8127411e-01  -2.0345709e+00  -1.3259190e+00   5.4779483e-01
  -1.0591188e+00  -1.0847899e+00  -1.1381364e+00  -1.0503862e+00  -1.4823177e+00  -1.6916501e+00   3.6780897e-01  -7.3244465e-01  -1.5076919e+00  -4.2773078e-01  -3.9132774e-01  -2.0289446e+00  -1.2246472e+00   1.2774350e+00
  -1.0634883e+00  -1.1840427e+00  -1.1348561e+00  -1.0543563e+00  -1.4679218e+00  -1.6809000e+00   4.2987785e-01  -7.6401935e-01  -1.5894184e+00  -4.7806585e-01  -3.8611090e-01  -2.0355130e+00  -1.3227666e+00   1.4678878e+00
  -9.8093161e-01  -1.1232173e+00  -1.1314688e+00  -9.7692871e-01  -1.4517311e+00  -1.6654186e+00   3.8022275e-01  -6.1035582e-01  -1.5359414e+00  -4.4031455e-01  -4.0227237e-01  -2.0322257e+00  -1.2910371e+00   1.6531933e+00
  -9.3991810e-01  -1.0372388e+00  -1.1269261e+00  -9.3836662e-01  -1.4357241e+00  -1.6497200e+00   4.0982483e-01  -6.4193052e-01  -1.4384477e+00  -4.5289832e-01  -3.5770326e-01  -2.0318671e+00  -1.2360093e+00   1.7998934e+00
  -9.0976207e-01  -1.0020587e+00  -1.1207747e+00  -9.0995522e-01  -1.4565372e+00  -1.6688980e+00   3.6303445e-01  -6.0825084e-01  -1.2677681e+00  -4.2773078e-01  -3.6334847e-01  -2.0286559e+00  -1.0231985e+00   1.9658962e+00
