  -5.5622226e-01  -6.5095464e-01  -5.7536320e-01  -1.7093792e+00  -5.4673484e-01  -6.4648314e-01  -6.5792796e-01  -4.5622469e-01  -3.2789024e-01  -6.7894686e-01   2.6834622e-01  -7.3720043e-01  -2.7244017e+00  -6.6669960e-01  -7.9591445e-02
  -5.4473358e-01  -6.4346980e-01  -5.7527685e-01  -1.7058581e+00  -5.3815770e-01  -6.4636252e-01  -6.5782387e-01  -3.6180119e-01  -3.3412687e-01  -6.7286369e-01   1.9299292e-01   1.1114676e+01  -2.6516870e+00  -6.6258869e-01  -4.5064037e-03
  -5.5162679e-01  -6.4043571e-01  -5.7520830e-01  -1.7022721e+00  -5.4330266e-01  -6.4619631e-01  -6.5769087e-01  -2.7513852e-01  -1.8132962e-01  -6.6851857e-01   1.2705878e-01   5.5880212e+00  -1.5771687e+00  -6.3538030e-01   1.0034704e-01
  -5.5162679e-01  -6.4610228e-01  -5.7516315e-01  -1.6987842e+00  -5.4330137e-01  -6.4611328e-01  -6.5754861e-01  -4.4717039e-01  -2.9670713e-01  -6.7472589e-01   2.5892706e-01   8.5820077e+00  -8.6702171e-01  -6.6346252e-01  -5.8277400e-02
  -5.5622226e-01  -6.4351727e-01  -5.7505192e-01  -1.6952144e+00  -5.4673484e-01  -6.4592441e-01  -6.5739942e-01  -2.7643199e-01  -3.1541700e-01  -6.7311198e-01   1.2705878e-01   7.5272822e+00  -8.6691173e-01  -6.6052996e-01   7.4206560e-02
  -5.5243100e-01  -6.3283404e-01  -5.7473932e-01  -1.6916175e+00  -5.4390004e-01  -6.4567903e-01  -6.5717042e-01  -2.4409518e-01  -2.4369584e-01  -6.6553906e-01   1.0508073e-01   7.8844901e-01  -8.6690582e-01  -6.5308244e-01   1.1783881e-01
  -5.5128213e-01  -6.4352092e-01  -5.7468379e-01  -1.6881050e+00  -5.4303961e-01  -6.4553650e-01  -6.5697265e-01  -4.4587691e-01  -1.3143664e-01  -6.7038076e-01   2.5892706e-01   7.9829353e+00  -8.6688571e-01  -6.6086045e-01  -1.8337859e-02
  -5.4902269e-01  -6.4057810e-01  -5.7459381e-01  -1.6844773e+00  -5.4134744e-01  -6.4530083e-01  -6.5682230e-01  -2.3633434e-01  -3.7887312e-02  -6.6876686e-01   9.5661571e-02   4.5290253e+00  -8.6688749e-01  -6.5935017e-01   1.6765796e-01
  -5.4936735e-01  -6.3936593e-01  -5.7450071e-01  -1.6804853e+00  -5.4160315e-01  -6.4460563e-01  -6.5643601e-01   4.4015187e-01   1.2114655e-01  -6.6951174e-01  -3.6273768e-01   3.0545486e+00  -8.6687389e-01  -6.6014043e-01   7.5612644e-01
  -5.4936735e-01  -6.4261544e-01  -5.7443760e-01  -1.6768262e+00  -5.4160113e-01  -6.4407044e-01  -6.5561832e-01  -1.1216096e-01  -2.3434091e-01  -6.7224296e-01   1.4699448e-03   2.0924467e+00  -8.6686857e-01  -6.6173807e-01   2.1835170e-01
  -5.5124383e-01  -6.4178298e-01  -5.7439047e-01  -1.6732176e+00  -5.4300500e-01  -6.4352945e-01  -6.5500535e-01  -1.5743251e-01  -4.3391282e-01  -6.7261540e-01   3.9146595e-02   1.8529540e+00  -8.6686561e-01  -6.6165901e-01   1.3672344e-01
  -5.5097576e-01  -6.4204586e-01  -5.7434252e-01  -1.6697406e+00  -5.4280269e-01  -6.4399719e-01  -6.5532456e-01  -4.3552913e-01  -4.0896633e-01  -6.7187052e-01   2.5264762e-01   1.6332387e+00  -8.6687034e-01  -6.6184842e-01  -7.5639601e-02
  -5.5101406e-01  -6.4184870e-01  -5.7429572e-01  -1.6663830e+00  -5.4282999e-01  -6.4332931e-01  -6.5446177e-01  -6.7352810e-01  -3.9337478e-01  -6.7100150e-01   4.4731031e-01   2.1344708e+00  -8.6686797e-01  -6.6113415e-01  -2.6879409e-01
  -5.5147361e-01  -6.3910304e-01  -5.7424875e-01  -1.6628819e+00  -5.4317319e-01  -6.4309407e-01  -6.5441319e-01  -3.5792077e-01  -4.8380580e-01  -6.7038076e-01   1.8985320e-01   3.0766547e+00  -8.6685260e-01  -6.5905759e-01  -3.6769001e-02
  -5.5040133e-01  -6.4254607e-01  -5.7421250e-01  -1.6601796e+00  -5.4236769e-01  -6.4417826e-01  -6.5435652e-01  -1.8686968e+00  -8.0811015e-01  -6.7075320e-01   1.7063384e+00   1.2034414e+00  -8.6685438e-01  -6.6144264e-01  -1.3272729e+00
  -5.5070769e-01  -6.3664583e-01  -5.7416356e-01  -1.6567543e+00  -5.4259602e-01  -6.4321126e-01  -6.5441898e-01  -4.9244193e-01  -5.5552695e-01  -6.6851857e-01   2.9660371e-01   8.2185913e-01  -8.6684728e-01  -6.5783871e-01  -1.5930857e-01
  -5.5086088e-01  -6.3788721e-01  -5.7412352e-01  -1.6532187e+00  -5.4270946e-01  -6.4259947e-01  -6.5394132e-01  -2.5573643e-01  -6.0230162e-01  -6.7100150e-01   1.1136018e-01   1.0098551e+01  -8.6681831e-01  -6.5914109e-01   1.8880740e-02
  -5.5105235e-01  -6.3565637e-01  -5.7406601e-01  -1.6498493e+00  -5.4285182e-01  -6.4252068e-01  -6.5358279e-01  -5.8945238e-01  -6.1165655e-01  -6.6690467e-01   3.7823645e-01   7.0222153e-01  -8.6672430e-01  -6.5688728e-01  -2.4955314e-01
  -5.5147361e-01  -6.3477279e-01  -5.7403684e-01  -1.6463416e+00  -5.4316687e-01  -6.4224045e-01  -6.5353537e-01  -3.6826855e-01  -4.3391282e-01  -6.6789784e-01   1.9927236e-01   1.0740421e+00  -8.6676332e-01  -6.5856596e-01  -2.6144371e-02
  -5.5135872e-01  -6.3457198e-01  -5.7399564e-01  -1.6429105e+00  -5.4307921e-01  -6.4238070e-01  -6.5354231e-01  -4.8080067e-01  -5.6488189e-01  -6.6702881e-01   2.8718454e-01   7.6088178e-01  -8.6682481e-01  -6.5716402e-01  -1.4994723e-01
  -5.5170338e-01  -6.3578051e-01  -5.7396120e-01  -1.6395561e+00  -5.4333705e-01  -6.4207106e-01  -6.5306349e-01  -6.0238711e-01  -6.6466784e-01  -6.6839442e-01   3.8765561e-01   4.4823699e-01  -8.6682599e-01  -6.5841084e-01  -2.7394444e-01
  -5.5185656e-01  -6.3054478e-01  -5.7392660e-01  -1.6364078e+00  -5.4345112e-01  -6.4210588e-01  -6.5267258e-01  -9.8396154e-01  -7.8004535e-01  -6.6355272e-01   7.2674547e-01   4.2522511e-01  -8.6677751e-01  -6.5438131e-01  -6.0670916e-01
  -5.5124383e-01  -6.3358252e-01  -5.7389710e-01  -1.6332989e+00  -5.4298900e-01  -6.4186152e-01  -6.5229554e-01  -1.0551025e+00  -8.0811015e-01  -6.6566320e-01   7.9581933e-01   1.0832560e+00  -8.6673139e-01  -6.5737863e-01  -6.7048934e-01
  -5.5170338e-01  -6.3584258e-01  -5.7387601e-01  -1.6304083e+00  -5.4333372e-01  -6.4192690e-01  -6.5182482e-01  -1.4741877e+00  -8.8606793e-01  -6.6678052e-01   1.2228214e+00   3.6454315e-01  -8.6683545e-01  -6.5844447e-01  -1.0229485e+00
  -5.5116724e-01  -6.3426163e-01  -5.7384272e-01  -1.6276551e+00  -5.4292908e-01  -6.4212273e-01  -6.5168257e-01  -1.6992519e+00  -1.0513384e+00  -6.6591150e-01   1.4865579e+00   3.4385334e-01  -8.6676450e-01  -6.5814993e-01  -1.2450616e+00
  -5.5120554e-01  -6.3198332e-01  -5.7381784e-01  -1.6249225e+00  -5.4295681e-01  -6.4179012e-01  -6.5118178e-01  -1.7419365e+00  -1.0419835e+00  -6.6069735e-01   1.5179551e+00   4.0790704e-01  -8.6681772e-01  -6.5595122e-01  -1.2782636e+00
  -5.5101406e-01  -6.3214032e-01  -5.7378801e-01  -1.6223118e+00  -5.4281151e-01  -6.4171979e-01  -6.5068793e-01  -1.9799355e+00  -1.0762849e+00  -6.5945589e-01   1.8287875e+00   3.7356819e-01  -8.6660959e-01  -6.5502278e-01  -1.4753051e+00
