   1.0000000e+00   9.6563431e-01   9.5937609e-01   6.8541043e-01   9.9991269e-01   9.4080538e-01   8.3005162e-01  -9.5851397e-02   7.3017573e-01   9.3109413e-01   9.9853067e-02  -5.9731119e-02   7.8949280e-01   9.5165442e-01  -6.6400517e-01
   9.6563431e-01   1.0000000e+00   9.4873333e-01   7.1745721e-01   9.6521913e-01   9.3851680e-01   8.2446469e-01  -5.8450511e-02   7.6727196e-01   9.6123153e-01   7.1025091e-02  -8.0830679e-02   8.1672198e-01   9.8148311e-01  -6.7897069e-01
   9.5937609e-01   9.4873333e-01   1.0000000e+00   7.0056552e-01   9.6087088e-01   9.7880688e-01   8.6534595e-01  -4.7740925e-02   7.0034657e-01   9.2101951e-01   7.9611444e-02  -8.5172522e-02   7.9957923e-01   9.5821037e-01  -6.9167419e-01
   6.8541043e-01   7.1745721e-01   7.0056552e-01   1.0000000e+00   6.8010537e-01   7.6830112e-01   7.6870063e-01  -1.9411846e-02   3.8093615e-01   7.5443943e-01   1.1491085e-01  -2.9333684e-01   7.2826525e-01   7.4976221e-01  -4.4281712e-01
   9.9991269e-01   9.6521913e-01   9.6087088e-01   6.8010537e-01   1.0000000e+00   9.4010131e-01   8.2716494e-01  -9.0911436e-02   7.3350451e-01   9.2907365e-01   9.4933763e-02  -5.7793772e-02   7.8639947e-01   9.5054718e-01  -6.6171965e-01
   9.4080538e-01   9.3851680e-01   9.7880688e-01   7.6830112e-01   9.4010131e-01   1.0000000e+00   9.3491227e-01  -1.6759019e-01   6.1382970e-01   9.4918932e-01   2.0181259e-01  -1.0939299e-01   8.5268820e-01   9.6622956e-01  -7.6467615e-01
   8.3005162e-01   8.2446469e-01   8.6534595e-01   7.6870063e-01   8.2716494e-01   9.3491227e-01   1.0000000e+00  -4.3561087e-01   4.0184714e-01   9.2770832e-01   5.0217612e-01  -1.1831547e-01   8.3905186e-01   8.6667719e-01  -8.3775589e-01
  -9.5851397e-02  -5.8450511e-02  -4.7740925e-02  -1.9411846e-02  -9.0911436e-02  -1.6759019e-01  -4.3561087e-01   1.0000000e+00   2.9586978e-01  -2.6781844e-01  -9.6898536e-01  -1.2127279e-01  -1.7487371e-01  -8.8374343e-02   6.4822116e-01
   7.3017573e-01   7.6727196e-01   7.0034657e-01   3.8093615e-01   7.3350451e-01   6.1382970e-01   4.0184714e-01   2.9586978e-01   1.0000000e+00   6.4193245e-01  -3.0783782e-01  -6.6793620e-03   4.2666040e-01   7.1871996e-01  -2.3974453e-01
   9.3109413e-01   9.6123153e-01   9.2101951e-01   7.5443943e-01   9.2907365e-01   9.4918932e-01   9.2770832e-01  -2.6781844e-01   6.4193245e-01   1.0000000e+00   3.0708741e-01  -9.3024664e-02   8.4849893e-01   9.6367724e-01  -7.8592505e-01
   9.9853067e-02   7.1025091e-02   7.9611444e-02   1.1491085e-01   9.4933763e-02   2.0181259e-01   5.0217612e-01  -9.6898536e-01  -3.0783782e-01   3.0708741e-01   1.0000000e+00   6.8037194e-02   2.1521426e-01   1.0730753e-01  -6.4555699e-01
  -5.9731119e-02  -8.0830679e-02  -8.5172522e-02  -2.9333684e-01  -5.7793772e-02  -1.0939299e-01  -1.1831547e-01  -1.2127279e-01  -6.6793620e-03  -9.3024664e-02   6.8037194e-02   1.0000000e+00  -1.9943395e-01  -1.0000237e-01  -3.5003147e-02
   7.8949280e-01   8.1672198e-01   7.9957923e-01   7.2826525e-01   7.8639947e-01   8.5268820e-01   8.3905186e-01  -1.7487371e-01   4.2666040e-01   8.4849893e-01   2.1521426e-01  -1.9943395e-01   1.0000000e+00   8.4033009e-01  -6.6058198e-01
   9.5165442e-01   9.8148311e-01   9.5821037e-01   7.4976221e-01   9.5054718e-01   9.6622956e-01   8.6667719e-01  -8.8374343e-02   7.1871996e-01   9.6367724e-01   1.0730753e-01  -1.0000237e-01   8.4033009e-01   1.0000000e+00  -7.2289886e-01
  -6.6400517e-01  -6.7897069e-01  -6.9167419e-01  -4.4281712e-01  -6.6171965e-01  -7.6467615e-01  -8.3775589e-01   6.4822116e-01  -2.3974453e-01  -7.8592505e-01  -6.4555699e-01  -3.5003147e-02  -6.6058198e-01  -7.2289886e-01   1.0000000e+00
