   2.3607206e+00  -1.5471133e+00
   2.9425030e+00  -5.0955544e+00
   2.4044140e+00  -2.9917241e+00
   2.2176593e+00  -4.0985677e+00
   2.2683724e+00  -3.6064161e+00
   1.9617821e+00  -1.4196291e+00
   2.2106081e+00  -3.7622516e+00
   2.1880021e+00  -2.3902209e+00
   2.5580244e+00  -1.1043101e+00
   2.1145224e+00  -1.6778831e+00
   2.0372032e+00  -1.8243838e+00
   1.8575349e+00  -2.0242448e+00
   1.7279562e+00  -2.4211216e+00
   1.9534845e+00  -2.4499351e+00
   7.7717281e-01  -3.8871537e+00
   1.7432810e+00  -1.9538216e+00
   2.3265846e+00  -4.6105938e+00
   1.6606246e+00  -2.0669148e+00
   1.8528779e+00  -1.7881311e+00
   1.7400642e+00  -1.9235037e+00
   1.6293754e+00  -2.0452583e+00
   1.3480863e+00  -2.5536049e+00
   1.3297134e+00  -2.8629180e+00
   9.9677246e-01  -3.1911764e+00
   7.9988020e-01  -3.6010063e+00
   7.7132867e-01  -3.6546062e+00
   5.8292076e-01  -3.9735242e+00
   1.8738949e-01  -4.7195683e+00
  -3.5473816e-02  -5.0832051e+00
   1.0939256e+00  -3.0083626e+00
   1.5248594e+00  -2.1795962e+00
   1.6210877e+00  -1.8963976e+00
   1.4901892e+00  -2.1005555e+00
   1.5757161e+00  -2.0324651e+00
   1.6505815e+00  -1.8219861e+00
   1.6560590e+00  -1.7591248e+00
   1.7829794e+00  -1.4939475e+00
   1.6490291e+00  -1.8871595e+00
   1.6043486e+00  -1.8607565e+00
   1.5138392e+00  -2.0114650e+00
   1.5105687e+00  -1.9843780e+00
   1.6818026e+00  -2.0787645e+00
   1.4778865e+00  -2.0651040e+00
   1.5577193e+00  -1.8605877e+00
   1.7700926e+00  -1.3329841e+00
   1.9002081e+00  -1.2816655e+00
   1.6753002e+00  -1.7296170e+00
   1.6228898e+00  -1.8833343e+00
   1.7401752e+00  -1.6218400e+00
   1.6282399e+00  -1.8229075e+00
   1.7302942e+00  -1.5947255e+00
   1.5592544e+00  -1.9519491e+00
   1.4044894e+00  -2.2360886e+00
   1.3565975e+00  -2.3780487e+00
   1.2902971e+00  -2.4440639e+00
   1.4121924e+00  -2.1333472e+00
   1.7981130e+00  -1.4488739e+00
   1.7172238e+00  -1.6732574e+00
   1.6424949e+00  -1.8507384e+00
   1.4769117e+00  -2.1294559e+00
   1.5834705e+00  -1.9263756e+00
   1.4063097e+00  -2.2728817e+00
   1.5741860e+00  -1.9257972e+00
   1.6884290e+00  -1.8245122e+00
   1.4743048e+00  -2.2677332e+00
   1.4874891e+00  -2.2235916e+00
   1.6425867e+00  -1.8493384e+00
   1.6944521e+00  -1.7376187e+00
   1.6581302e+00  -1.7734653e+00
   1.5361136e+00  -1.9849139e+00
   1.4786977e+00  -2.1364396e+00
   1.4425041e+00  -2.1596336e+00
   1.6267802e+00  -1.8036474e+00
   1.5191428e+00  -1.9920952e+00
   1.5332934e+00  -1.9837582e+00
   1.5777723e+00  -1.8547035e+00
   1.4297723e+00  -2.1678709e+00
   1.5498763e+00  -1.9698007e+00
   1.7900754e+00  -1.4532574e+00
