   1.0000000e+00   9.6152005e-01   7.7449808e-01   9.5104703e-01   9.7164079e-01   8.8783108e-01  -4.5776232e-01  -6.8110875e-04   9.3873933e-01   5.0802716e-01  -1.7966880e-01   7.7429378e-01   9.8841064e-01  -6.7508416e-01
   9.6152005e-01   1.0000000e+00   7.5881913e-01   9.1109291e-01   9.8651360e-01   9.3945865e-01  -5.1559631e-01  -4.7734581e-02   9.5210067e-01   5.9954073e-01  -1.6301565e-01   7.5482966e-01   9.5266848e-01  -7.4342598e-01
   7.7449808e-01   7.5881913e-01   1.0000000e+00   7.4267205e-01   7.6107303e-01   6.9201408e-01  -1.3149782e-01  -2.3502022e-02   7.0859210e-01   2.4095450e-01  -3.2144081e-01   6.1843159e-01   7.4731552e-01  -2.5418581e-01
   9.5104703e-01   9.1109291e-01   7.4267205e-01   1.0000000e+00   9.4679950e-01   8.9793052e-01  -5.7297746e-01  -8.4480426e-02   9.2877403e-01   6.0510105e-01  -1.4458605e-01   7.4200141e-01   9.4917889e-01  -7.0533382e-01
   9.7164079e-01   9.8651360e-01   7.6107303e-01   9.4679950e-01   1.0000000e+00   9.5625059e-01  -5.7575265e-01  -8.6946035e-02   9.6442757e-01   6.3547173e-01  -1.5579382e-01   7.8422001e-01   9.6351420e-01  -7.5858948e-01
   8.8783108e-01   9.3945865e-01   6.9201408e-01   8.9793052e-01   9.5625059e-01   1.0000000e+00  -7.1622938e-01  -1.8976953e-01   9.7669617e-01   7.9884640e-01  -1.2887833e-01   7.5009903e-01   8.8092569e-01  -7.9967786e-01
  -4.5776232e-01  -5.1559631e-01  -1.3149782e-01  -5.7297746e-01  -5.7575265e-01  -7.1622938e-01   1.0000000e+00   4.0829864e-01  -6.5528842e-01  -9.6911966e-01  -1.0711197e-01  -3.7665986e-01  -4.7620786e-01   8.8273510e-01
  -6.8110875e-04  -4.7734581e-02  -2.3502022e-02  -8.4480426e-02  -8.6946035e-02  -1.8976953e-01   4.0829864e-01   1.0000000e+00  -1.0519314e-01  -3.9615124e-01  -4.2827205e-02  -2.2604238e-01   3.8091367e-02   3.5230677e-01
   9.3873933e-01   9.5210067e-01   7.0859210e-01   9.2877403e-01   9.6442757e-01   9.7669617e-01  -6.5528842e-01  -1.0519314e-01   1.0000000e+00   7.3023856e-01  -1.4406266e-01   7.5198581e-01   9.3367339e-01  -7.7207746e-01
   5.0802716e-01   5.9954073e-01   2.4095450e-01   6.0510105e-01   6.3547173e-01   7.9884640e-01  -9.6911966e-01  -3.9615124e-01   7.3023856e-01   1.0000000e+00   5.7399458e-02   4.2886748e-01   5.1857663e-01  -8.7142158e-01
  -1.7966880e-01  -1.6301565e-01  -3.2144081e-01  -1.4458605e-01  -1.5579382e-01  -1.2887833e-01  -1.0711197e-01  -4.2827205e-02  -1.4406266e-01   5.7399458e-02   9.9999998e-01  -2.3960065e-01  -1.6426117e-01  -6.3907815e-02
   7.7429378e-01   7.5482966e-01   6.1843159e-01   7.4200141e-01   7.8422001e-01   7.5009903e-01  -3.7665986e-01  -2.2604238e-01   7.5198581e-01   4.2886748e-01  -2.3960065e-01   1.0000000e+00   7.5548618e-01  -5.1741565e-01
   9.8841064e-01   9.5266848e-01   7.4731552e-01   9.4917889e-01   9.6351420e-01   8.8092569e-01  -4.7620786e-01   3.8091367e-02   9.3367339e-01   5.1857663e-01  -1.6426117e-01   7.5548618e-01   1.0000000e+00  -6.8497514e-01
  -6.7508416e-01  -7.4342598e-01  -2.5418581e-01  -7.0533382e-01  -7.5858948e-01  -7.9967786e-01   8.8273510e-01   3.5230677e-01  -7.7207746e-01  -8.7142158e-01  -6.3907815e-02  -5.1741565e-01  -6.8497514e-01   1.0000000e+00
