  -7.7602416e-01  -6.4689171e-01  -1.6711594e+00  -6.0387517e-01  -6.2657837e-01  -5.4439028e-01  -3.7766696e-01  -1.0718860e-01  -6.4193273e-01   1.9676994e-01  -7.1301331e-01  -3.0630306e+00  -6.9754399e-01  -2.8185245e-01
  -7.5940346e-01  -6.4668501e-01  -1.6673227e+00  -5.8329354e-01  -6.2637017e-01  -5.4426379e-01  -2.8646628e-01  -1.1924375e-01  -6.3243620e-01   1.2437697e-01   1.0555817e+01  -2.9740939e+00  -6.8975869e-01  -1.9969475e-01
  -7.5266599e-01  -6.4652092e-01  -1.6634153e+00  -5.9563934e-01  -6.2612038e-01  -5.4410217e-01  -2.0276155e-01   1.7610756e-01  -6.2565297e-01   6.1033124e-02   5.3010431e+00  -1.6598606e+00  -6.3823106e-01  -8.4964617e-02
  -7.6524908e-01  -6.4641283e-01  -1.6596150e+00  -5.9563624e-01  -6.2596641e-01  -5.4392931e-01  -3.6892169e-01  -4.6912821e-02  -6.3534330e-01   1.8772082e-01   8.1477423e+00  -7.9128640e-01  -6.9141356e-01  -2.5853072e-01
  -7.5950885e-01  -6.4614657e-01  -1.6557252e+00  -6.0387517e-01  -6.2563645e-01  -5.4374801e-01  -2.0401088e-01  -8.3078288e-02  -6.3282382e-01   6.1033124e-02   7.1449033e+00  -7.9115189e-01  -6.8585984e-01  -1.1356740e-01
  -7.3578584e-01  -6.4539828e-01  -1.6518061e+00  -5.9707281e-01  -6.2521341e-01  -5.4346975e-01  -1.7277777e-01   5.5556002e-02  -6.2100161e-01   3.9918508e-02   7.3758277e-01  -7.9114465e-01  -6.7175563e-01  -6.5825207e-02
  -7.5951696e-01  -6.4526535e-01  -1.6479787e+00  -5.9500813e-01  -6.2502290e-01  -5.4322943e-01  -3.6767237e-01   2.7254880e-01  -6.2856007e-01   1.8772082e-01   7.5781408e+00  -7.9112007e-01  -6.8648572e-01  -2.1482906e-01
  -7.5298219e-01  -6.4504997e-01  -1.6440260e+00  -5.9094762e-01  -6.2464414e-01  -5.4304673e-01  -1.6528182e-01   4.5337614e-01  -6.2604059e-01   3.0869386e-02   4.2941438e+00  -7.9112224e-01  -6.8362554e-01  -1.1313329e-02
  -7.5029045e-01  -6.4482710e-01  -1.6396763e+00  -5.9156121e-01  -6.2343755e-01  -5.4257733e-01   4.8811480e-01   7.6078261e-01  -6.2720343e-01  -4.0952118e-01   2.8922030e+00  -7.9110560e-01  -6.8512215e-01   6.3258607e-01
  -7.5750626e-01  -6.4467602e-01  -1.6356893e+00  -5.9155636e-01  -6.2248830e-01  -5.4158372e-01  -4.5346688e-02   7.3638736e-02  -6.3146717e-01  -5.9621827e-02   1.9774311e+00  -7.9109909e-01  -6.8814779e-01   4.4155519e-02
  -7.5565772e-01  -6.4456320e-01  -1.6317574e+00  -5.9492508e-01  -6.2150424e-01  -5.4083887e-01  -8.9073039e-02  -3.1212624e-01  -6.3204859e-01  -2.3425342e-02   1.7497201e+00  -7.9109548e-01  -6.8799805e-01  -4.5161732e-02
  -7.5624147e-01  -6.4444842e-01  -1.6279687e+00  -5.9443963e-01  -6.2227314e-01  -5.4122675e-01  -3.5767777e-01  -2.6390562e-01  -6.3088575e-01   1.8168808e-01   1.5408136e+00  -7.9110126e-01  -6.8835675e-01  -2.7752836e-01
  -7.5580365e-01  -6.4433639e-01  -1.6243104e+00  -5.9450512e-01  -6.2124746e-01  -5.4017833e-01  -5.8755345e-01  -2.3376773e-01  -6.2952910e-01   3.6870325e-01   2.0173879e+00  -7.9109837e-01  -6.8700406e-01  -4.8887707e-01
  -7.4970669e-01  -6.4422397e-01  -1.6204955e+00  -5.9532868e-01  -6.2076236e-01  -5.4011931e-01  -2.8271831e-01  -4.0856749e-01  -6.2856007e-01   1.2136060e-01   2.9132216e+00  -7.9107957e-01  -6.8307144e-01  -2.3499633e-01
  -7.5735222e-01  -6.4413719e-01  -1.6175510e+00  -5.9339579e-01  -6.2128869e-01  -5.4005044e-01  -1.7419291e+00  -1.0354356e+00  -6.2914149e-01   1.5782691e+00   1.1321599e+00  -7.9108174e-01  -6.8758830e-01  -1.6470595e+00
  -7.4425024e-01  -6.4402003e-01  -1.6138188e+00  -5.9394369e-01  -6.2094501e-01  -5.4012634e-01  -4.1264804e-01  -5.4720178e-01  -6.2565297e-01   2.2391731e-01   7.6934930e-01  -7.9107306e-01  -6.8076312e-01  -3.6907854e-01
  -7.4700684e-01  -6.4392418e-01  -1.6099664e+00  -5.9421590e-01  -6.1985704e-01  -5.3954591e-01  -1.8402169e-01  -6.3761545e-01  -6.2952910e-01   4.5951255e-02   9.5896799e+00  -7.9103762e-01  -6.8322958e-01  -1.7410465e-01
  -7.4205306e-01  -6.4378651e-01  -1.6062950e+00  -5.9455751e-01  -6.1970635e-01  -5.3911024e-01  -5.0634737e-01  -6.5569818e-01  -6.2313349e-01   3.0234303e-01   6.5559720e-01  -7.9092264e-01  -6.7896129e-01  -4.6782372e-01
  -7.4009101e-01  -6.4371669e-01  -1.6024730e+00  -5.9531351e-01  -6.1934486e-01  -5.3905262e-01  -2.9271291e-01  -3.1212624e-01  -6.2468394e-01   1.3040972e-01   1.0091263e+00  -7.9097037e-01  -6.8214040e-01  -2.2337091e-01
  -7.3964509e-01  -6.4361808e-01  -1.5987344e+00  -5.9510315e-01  -6.1951489e-01  -5.3906105e-01  -4.0140412e-01  -5.6528451e-01  -6.2332729e-01   2.1486819e-01   7.1137169e-01  -7.9104558e-01  -6.7948538e-01  -3.5883541e-01
  -7.4232873e-01  -6.4353563e-01  -1.5950795e+00  -5.9572186e-01  -6.1893265e-01  -5.3847922e-01  -5.1884061e-01  -7.5816700e-01  -6.2545917e-01   3.1139215e-01   4.1410726e-01  -7.9104702e-01  -6.8184663e-01  -4.9451256e-01
  -7.3070234e-01  -6.4345280e-01  -1.5916491e+00  -5.9599559e-01  -6.1894039e-01  -5.3800420e-01  -8.8739129e-01  -9.8118738e-01  -6.1790071e-01   6.3716051e-01   3.9222744e-01  -7.9098772e-01  -6.7421544e-01  -8.5862213e-01
  -7.3744791e-01  -6.4338219e-01  -1.5882616e+00  -5.9488670e-01  -6.1855001e-01  -5.3754605e-01  -9.5610413e-01  -1.0354356e+00  -6.2119542e-01   7.0352074e-01   1.0178869e+00  -7.9093132e-01  -6.7989181e-01  -9.2841010e-01
  -7.4246656e-01  -6.4333170e-01  -1.5851119e+00  -5.9571388e-01  -6.1857290e-01  -5.3697405e-01  -1.3608852e+00  -1.1861250e+00  -6.2293968e-01   1.1137476e+00   3.3453069e-01  -7.9105860e-01  -6.8191030e-01  -1.3140692e+00
  -7.3895594e-01  -6.4325201e-01  -1.5821120e+00  -5.9474290e-01  -6.1878968e-01  -5.3680119e-01  -1.5782676e+00  -1.5055867e+00  -6.2158303e-01   1.3671230e+00   3.1485871e-01  -7.9097181e-01  -6.8135251e-01  -1.5571043e+00
